,time,season,week_day,inversion_high200,inversion_high400,inversion_high600
245,0,6,3,1.0,0.0,0.0
246,0,6,3,1.0,0.0,0.0
247,0,6,3,1.0,0.0,0.0
248,0,6,3,1.0,1.0,1.0
249,0,6,3,1.0,0.0,0.0
250,0,6,3,1.0,0.0,0.0
251,0,6,3,1.0,0.0,0.0
252,0,6,3,1.0,1.0,1.0
253,0,6,3,1.0,0.0,0.0
254,0,6,3,1.0,0.0,0.0
255,0,6,3,1.0,0.0,0.0
256,0,6,3,1.0,1.0,1.0
257,0,6,3,1.0,0.0,0.0
258,0,6,3,1.0,0.0,0.0
259,0,6,3,1.0,0.0,0.0
260,0,7,3,1.0,0.0,0.0
261,0,7,3,1.0,0.0,0.0
262,0,7,3,1.0,0.0,0.0
263,0,7,3,1.0,0.0,0.0
264,0,7,3,1.0,0.0,0.0
265,0,7,3,1.0,0.0,0.0
266,0,7,3,1.0,0.0,0.0
267,0,7,3,1.0,0.0,0.0
268,0,7,3,1.0,0.0,0.0
269,0,7,3,1.0,0.0,0.0
270,0,7,3,1.0,0.0,0.0
271,0,7,3,1.0,0.0,0.0
272,0,7,3,1.0,0.0,0.0
273,0,7,3,1.0,0.0,0.0
274,0,7,3,1.0,0.0,0.0
275,0,7,3,1.0,0.0,0.0
276,0,7,3,1.0,0.0,0.0
277,0,7,3,1.0,0.0,0.0
278,0,7,3,1.0,0.0,0.0
279,0,7,3,1.0,0.0,0.0
280,0,7,3,1.0,0.0,0.0
281,0,7,3,1.0,0.0,0.0
282,0,7,3,1.0,0.0,0.0
283,0,7,3,1.0,0.0,0.0
284,0,7,3,1.0,0.0,0.0
285,0,7,3,1.0,0.0,0.0
286,0,7,3,1.0,0.0,0.0
287,0,7,3,1.0,0.0,0.0
288,0,7,3,1.0,0.0,0.0
289,0,7,3,1.0,0.0,0.0
290,0,7,3,1.0,0.0,0.0
291,0,7,3,1.0,0.0,0.0
292,0,7,3,1.0,0.0,0.0
293,0,7,3,1.0,0.0,0.0
294,0,7,3,1.0,0.0,0.0
295,0,7,3,1.0,0.0,0.0
296,0,7,3,1.0,0.0,0.0
297,0,7,3,1.0,0.0,0.0
298,0,7,3,1.0,0.0,0.0
299,0,7,3,1.0,0.0,0.0
300,0,8,3,1.0,0.0,0.0
301,0,8,3,1.0,0.0,0.0
302,0,8,3,1.0,0.0,0.0
303,0,8,3,1.0,1.0,1.0
304,0,8,3,1.0,0.0,0.0
305,0,8,3,1.0,0.0,0.0
306,0,8,3,1.0,0.0,0.0
307,0,8,3,1.0,1.0,1.0
308,0,8,3,1.0,0.0,0.0
309,0,8,3,1.0,0.0,0.0
310,0,8,3,1.0,0.0,0.0
311,0,8,3,1.0,1.0,1.0
312,0,8,3,1.0,0.0,0.0
313,0,8,3,1.0,0.0,0.0
314,0,8,3,1.0,0.0,0.0
315,0,8,3,1.0,1.0,1.0
316,0,8,3,1.0,0.0,0.0
317,0,8,3,1.0,0.0,0.0
318,0,8,3,1.0,0.0,0.0
319,0,8,3,1.0,1.0,1.0
320,0,8,3,1.0,0.0,0.0
321,0,8,3,1.0,0.0,0.0
322,0,8,3,1.0,0.0,0.0
323,0,8,3,1.0,1.0,1.0
324,0,8,3,1.0,0.0,0.0
325,0,8,3,1.0,0.0,0.0
326,0,8,3,1.0,0.0,0.0
327,0,8,3,1.0,1.0,1.0
328,0,8,3,1.0,0.0,0.0
329,0,8,3,1.0,0.0,0.0
330,0,8,3,1.0,0.0,0.0
331,0,8,3,1.0,1.0,1.0
332,0,8,3,1.0,0.0,0.0
333,0,8,3,1.0,0.0,0.0
334,0,8,3,1.0,0.0,0.0
335,0,8,3,1.0,1.0,1.0
336,0,8,3,1.0,0.0,0.0
337,0,8,3,1.0,0.0,0.0
338,0,8,3,1.0,0.0,0.0
339,0,8,3,1.0,1.0,1.0
340,0,9,3,1.0,0.0,0.0
341,0,9,3,0.0,0.0,0.0
342,0,9,3,1.0,0.0,0.0
343,0,9,3,1.0,0.5,0.0
344,0,9,3,1.0,0.0,0.0
345,0,9,3,1.0,0.0,0.0
346,0,9,3,0.0,0.0,0.0
347,0,9,3,1.0,0.0,0.0
348,0,9,3,1.0,0.5,0.0
349,0,9,3,1.0,0.0,0.0
350,0,9,3,1.0,0.0,0.0
351,0,9,3,0.0,0.0,0.0
352,0,9,3,1.0,0.0,0.0
353,0,9,3,1.0,0.5,0.0
354,0,9,3,1.0,0.0,0.0
355,0,9,3,1.0,0.0,0.0
356,0,9,3,0.0,0.0,0.0
357,0,9,3,1.0,0.0,0.0
358,0,9,3,1.0,0.5,0.0
359,0,9,3,1.0,0.0,0.0
360,0,9,3,1.0,0.0,0.0
361,0,9,3,0.0,0.0,0.0
362,0,9,3,1.0,0.0,0.0
363,0,9,3,1.0,0.5,0.0
364,0,9,3,1.0,0.0,0.0
365,0,9,3,1.0,0.0,0.0
366,0,9,3,0.0,0.0,0.0
367,0,9,3,1.0,0.0,0.0
368,0,9,3,1.0,0.5,0.0
369,0,9,3,1.0,0.0,0.0
370,0,9,3,1.0,0.0,0.0
371,0,9,3,0.0,0.0,0.0
372,0,9,3,1.0,0.0,0.0
373,0,9,3,1.0,0.5,0.0
374,0,9,3,1.0,0.0,0.0
375,0,9,3,1.0,0.0,0.0
376,0,9,3,0.0,0.0,0.0
377,0,9,3,1.0,0.0,0.0
378,0,9,3,1.0,0.5,0.0
379,0,9,3,1.0,0.0,0.0
380,0,9,3,1.0,0.0,0.0
381,0,9,3,0.0,0.0,0.0
382,0,9,3,1.0,0.0,0.0
383,0,9,3,1.0,0.5,0.0
384,0,9,3,1.0,0.0,0.0
385,0,9,3,1.0,0.0,0.0
386,0,9,3,0.0,0.0,0.0
387,0,9,3,1.0,0.0,0.0
388,0,9,3,1.0,0.5,0.0
389,0,9,3,1.0,0.0,0.0
390,0,10,3,1.0,0.0,0.0
391,0,10,3,1.0,0.0,0.0
392,0,10,3,1.0,0.0,0.0
393,0,10,3,1.0,0.0,0.0
394,0,10,3,1.0,0.0,0.0
395,0,10,3,1.0,0.0,0.0
396,0,10,3,1.0,0.0,0.0
397,0,10,3,1.0,0.0,0.0
398,0,10,3,1.0,0.0,0.0
399,0,10,3,1.0,0.0,0.0
400,0,10,3,1.0,0.0,0.0
401,0,10,3,1.0,0.0,0.0
402,0,10,3,1.0,0.0,0.0
403,0,10,3,1.0,0.0,0.0
404,0,10,3,1.0,0.0,0.0
405,0,10,3,1.0,0.0,0.0
406,0,10,3,1.0,0.0,0.0
407,0,10,3,1.0,0.0,0.0
408,0,10,3,1.0,0.0,0.0
409,0,10,3,1.0,0.0,0.0
410,0,10,3,1.0,0.0,0.0
411,0,10,3,1.0,0.0,0.0
412,0,10,3,1.0,0.0,0.0
413,0,10,3,1.0,0.0,0.0
414,0,10,3,1.0,0.0,0.0
415,0,10,3,1.0,0.0,0.0
416,0,10,3,1.0,0.0,0.0
417,0,10,3,1.0,0.0,0.0
418,0,10,3,1.0,0.0,0.0
419,0,10,3,1.0,0.0,0.0
420,0,11,3,1.0,0.0,0.0
421,0,11,3,0.0,0.0,0.0
422,0,11,3,0.0,0.0,1.0
423,0,11,3,1.0,0.0,0.0
424,0,11,3,1.0,0.0,0.0
425,0,11,3,0.0,0.0,0.0
426,0,11,3,0.0,0.0,1.0
427,0,11,3,1.0,0.0,0.0
428,0,11,3,1.0,0.0,0.0
429,0,11,3,0.0,0.0,0.0
430,0,11,3,0.0,0.0,1.0
431,0,11,3,1.0,0.0,0.0
432,0,11,3,1.0,0.0,0.0
433,0,11,3,0.0,0.0,0.0
434,0,11,3,0.0,0.0,1.0
435,0,11,3,1.0,0.0,0.0
436,0,11,3,1.0,0.0,0.0
437,0,11,3,0.0,0.0,0.0
438,0,11,3,0.0,0.0,1.0
439,0,11,3,1.0,0.0,0.0
440,0,11,3,1.0,0.0,0.0
441,0,11,3,0.0,0.0,0.0
442,0,11,3,0.0,0.0,1.0
443,0,11,3,1.0,0.0,0.0
444,0,11,3,1.0,0.0,0.0
445,0,11,3,0.0,0.0,0.0
446,0,11,3,0.0,0.0,1.0
447,0,11,3,1.0,0.0,0.0
448,0,11,3,1.0,0.0,0.0
449,0,11,3,0.0,0.0,0.0
450,0,11,3,0.0,0.0,1.0
451,0,11,3,1.0,0.0,0.0
452,0,11,3,1.0,0.0,0.0
453,0,11,3,0.0,0.0,0.0
454,0,11,3,0.0,0.0,1.0
455,0,11,3,1.0,0.0,0.0
456,0,11,3,1.0,0.0,0.0
457,0,11,3,0.0,0.0,0.0
458,0,11,3,0.0,0.0,1.0
459,0,11,3,1.0,0.0,0.0
460,0,12,3,1.0,0.0,0.0
461,0,12,3,1.0,0.0,0.0
462,0,12,3,0.0,0.0,1.0
463,0,12,3,0.0,0.0,0.0
464,0,12,3,0.0,1.0,1.0
465,0,12,3,1.0,0.0,0.0
466,0,12,3,1.0,0.0,0.0
467,0,12,3,0.0,0.0,1.0
468,0,12,3,0.0,0.0,0.0
469,0,12,3,0.0,1.0,1.0
470,0,12,3,1.0,0.0,0.0
471,0,12,3,1.0,0.0,0.0
472,0,12,3,0.0,0.0,1.0
473,0,12,3,0.0,0.0,0.0
474,0,12,3,0.0,1.0,1.0
475,0,12,3,1.0,0.0,0.0
476,0,12,3,1.0,0.0,0.0
477,0,12,3,0.0,0.0,1.0
478,0,12,3,0.0,0.0,0.0
479,0,12,3,0.0,1.0,1.0
480,0,12,3,1.0,0.0,0.0
481,0,12,3,1.0,0.0,0.0
482,0,12,3,0.0,0.0,1.0
483,0,12,3,0.0,0.0,0.0
484,0,12,3,0.0,1.0,1.0
485,0,12,3,1.0,0.0,0.0
486,0,12,3,1.0,0.0,0.0
487,0,12,3,0.0,0.0,1.0
488,0,12,3,0.0,0.0,0.0
489,0,12,3,0.0,1.0,1.0
490,0,12,3,1.0,0.0,0.0
491,0,12,3,1.0,0.0,0.0
492,0,12,3,0.0,0.0,1.0
493,0,12,3,0.0,0.0,0.0
494,0,12,3,0.0,1.0,1.0
495,0,12,3,1.0,0.0,0.0
496,0,12,3,1.0,0.0,0.0
497,0,12,3,0.0,0.0,1.0
498,0,12,3,0.0,0.0,0.0
499,0,12,3,0.0,1.0,1.0
500,0,12,3,1.0,0.0,0.0
501,0,12,3,1.0,0.0,0.0
502,0,12,3,0.0,0.0,1.0
503,0,12,3,0.0,0.0,0.0
504,0,12,3,0.0,1.0,1.0
505,0,12,3,1.0,0.0,0.0
506,0,12,3,1.0,0.0,0.0
507,0,12,3,0.0,0.0,1.0
508,0,12,3,0.0,0.0,0.0
509,0,12,3,0.0,1.0,1.0
510,1,1,3,1.0,0.0,0.0
511,1,1,3,1.0,0.0,1.0
512,1,1,3,1.0,0.0,0.0
513,1,1,3,0.0,0.0,0.0
514,1,1,3,1.0,0.0,0.0
515,1,1,3,1.0,0.0,0.0
516,1,1,3,1.0,0.0,1.0
517,1,1,3,1.0,0.0,0.0
518,1,1,3,0.0,0.0,0.0
519,1,1,3,1.0,0.0,0.0
520,1,1,3,1.0,0.0,0.0
521,1,1,3,1.0,0.0,1.0
522,1,1,3,1.0,0.0,0.0
523,1,1,3,0.0,0.0,0.0
524,1,1,3,1.0,0.0,0.0
525,1,1,3,1.0,0.0,0.0
526,1,1,3,1.0,0.0,1.0
527,1,1,3,1.0,0.0,0.0
528,1,1,3,0.0,0.0,0.0
529,1,1,3,1.0,0.0,0.0
530,1,1,3,1.0,0.0,0.0
531,1,1,3,1.0,0.0,1.0
532,1,1,3,1.0,0.0,0.0
533,1,1,3,0.0,0.0,0.0
534,1,1,3,1.0,0.0,0.0
535,1,1,3,1.0,0.0,0.0
536,1,1,3,1.0,0.0,1.0
537,1,1,3,1.0,0.0,0.0
538,1,1,3,0.0,0.0,0.0
539,1,1,3,1.0,0.0,0.0
540,1,1,3,1.0,0.0,0.0
541,1,1,3,1.0,0.0,1.0
542,1,1,3,1.0,0.0,0.0
543,1,1,3,0.0,0.0,0.0
544,1,1,3,1.0,0.0,0.0
545,1,1,3,1.0,0.0,0.0
546,1,1,3,1.0,0.0,1.0
547,1,1,3,1.0,0.0,0.0
548,1,1,3,0.0,0.0,0.0
549,1,1,3,1.0,0.0,0.0
550,1,1,3,1.0,0.0,0.0
551,1,1,3,1.0,0.0,1.0
552,1,1,3,1.0,0.0,0.0
553,1,1,3,0.0,0.0,0.0
554,1,1,3,1.0,0.0,0.0
555,1,1,3,1.0,0.0,0.0
556,1,1,3,1.0,0.0,1.0
557,1,1,3,1.0,0.0,0.0
558,1,1,3,0.0,0.0,0.0
559,1,1,3,1.0,0.0,0.0
560,1,2,3,1.0,0.0,0.0
561,1,2,3,1.0,0.0,0.0
562,1,2,3,1.0,0.0,0.0
563,1,2,3,0.0,0.0,0.0
564,1,2,3,1.0,0.0,0.0
565,1,2,3,1.0,0.0,0.0
566,1,2,3,1.0,0.0,0.0
567,1,2,3,0.0,0.0,0.0
568,1,2,3,1.0,0.0,0.0
569,1,2,3,1.0,0.0,0.0
570,1,2,3,1.0,0.0,0.0
571,1,2,3,0.0,0.0,0.0
572,1,2,3,1.0,0.0,0.0
573,1,2,3,1.0,0.0,0.0
574,1,2,3,1.0,0.0,0.0
575,1,2,3,0.0,0.0,0.0
576,1,2,3,1.0,0.0,0.0
577,1,2,3,1.0,0.0,0.0
578,1,2,3,1.0,0.0,0.0
579,1,2,3,0.0,0.0,0.0
580,1,2,3,1.0,0.0,0.0
581,1,2,3,1.0,0.0,0.0
582,1,2,3,1.0,0.0,0.0
583,1,2,3,0.0,0.0,0.0
584,1,2,3,1.0,0.0,0.0
585,1,2,3,1.0,0.0,0.0
586,1,2,3,1.0,0.0,0.0
587,1,2,3,0.0,0.0,0.0
588,1,2,3,1.0,0.0,0.0
589,1,2,3,1.0,0.0,0.0
590,1,2,3,1.0,0.0,0.0
591,1,2,3,0.0,0.0,0.0
592,1,2,3,1.0,0.0,0.0
593,1,2,3,1.0,0.0,0.0
594,1,2,3,1.0,0.0,0.0
595,1,2,3,0.0,0.0,0.0
596,1,2,3,1.0,0.0,0.0
597,1,2,3,1.0,0.0,0.0
598,1,2,3,1.0,0.0,0.0
599,1,2,3,0.0,0.0,0.0
600,1,3,3,1.0,0.0,0.0
601,1,3,3,1.0,0.0,1.0
602,1,3,3,1.0,0.0,0.0
603,1,3,3,0.0,0.0,0.0
604,1,3,3,1.0,0.0,0.0
605,1,3,3,1.0,0.0,1.0
606,1,3,3,1.0,0.0,0.0
607,1,3,3,0.0,0.0,0.0
608,1,3,3,1.0,0.0,0.0
609,1,3,3,1.0,0.0,1.0
610,1,3,3,1.0,0.0,0.0
611,1,3,3,0.0,0.0,0.0
612,1,3,3,1.0,0.0,0.0
613,1,3,3,1.0,0.0,1.0
614,1,3,3,1.0,0.0,0.0
615,1,3,3,0.0,0.0,0.0
616,1,3,3,1.0,0.0,0.0
617,1,3,3,1.0,0.0,1.0
618,1,3,3,1.0,0.0,0.0
619,1,3,3,0.0,0.0,0.0
620,1,3,3,1.0,0.0,0.0
621,1,3,3,1.0,0.0,1.0
622,1,3,3,1.0,0.0,0.0
623,1,3,3,0.0,0.0,0.0
624,1,3,3,1.0,0.0,0.0
625,1,3,3,1.0,0.0,1.0
626,1,3,3,1.0,0.0,0.0
627,1,3,3,0.0,0.0,0.0
628,1,3,3,1.0,0.0,0.0
629,1,3,3,1.0,0.0,1.0
630,1,3,3,1.0,0.0,0.0
631,1,3,3,0.0,0.0,0.0
632,1,3,3,1.0,0.0,0.0
633,1,3,3,1.0,0.0,1.0
634,1,3,3,1.0,0.0,0.0
635,1,3,3,0.0,0.0,0.0
636,1,3,3,1.0,0.0,0.0
637,1,3,3,1.0,0.0,1.0
638,1,3,3,1.0,0.0,0.0
639,1,3,3,0.0,0.0,0.0
640,1,4,3,1.0,1.0,1.0
641,1,4,3,1.0,0.0,0.0
642,1,4,3,1.0,0.0,0.0
643,1,4,3,1.0,0.0,0.0
644,1,4,3,1.0,0.0,0.0
645,1,4,3,1.0,1.0,1.0
646,1,4,3,1.0,0.0,0.0
647,1,4,3,1.0,0.0,0.0
648,1,4,3,1.0,0.0,0.0
649,1,4,3,1.0,0.0,0.0
650,1,4,3,1.0,1.0,1.0
651,1,4,3,1.0,0.0,0.0
652,1,4,3,1.0,0.0,0.0
653,1,4,3,1.0,0.0,0.0
654,1,4,3,1.0,0.0,0.0
655,1,4,3,1.0,1.0,1.0
656,1,4,3,1.0,0.0,0.0
657,1,4,3,1.0,0.0,0.0
658,1,4,3,1.0,0.0,0.0
659,1,4,3,1.0,0.0,0.0
660,1,4,3,1.0,1.0,1.0
661,1,4,3,1.0,0.0,0.0
662,1,4,3,1.0,0.0,0.0
663,1,4,3,1.0,0.0,0.0
664,1,4,3,1.0,0.0,0.0
665,1,4,3,1.0,1.0,1.0
666,1,4,3,1.0,0.0,0.0
667,1,4,3,1.0,0.0,0.0
668,1,4,3,1.0,0.0,0.0
669,1,4,3,1.0,0.0,0.0
670,1,4,3,1.0,1.0,1.0
671,1,4,3,1.0,0.0,0.0
672,1,4,3,1.0,0.0,0.0
673,1,4,3,1.0,0.0,0.0
674,1,4,3,1.0,0.0,0.0
675,1,4,3,1.0,1.0,1.0
676,1,4,3,1.0,0.0,0.0
677,1,4,3,1.0,0.0,0.0
678,1,4,3,1.0,0.0,0.0
679,1,4,3,1.0,0.0,0.0
680,1,4,3,1.0,1.0,1.0
681,1,4,3,1.0,0.0,0.0
682,1,4,3,1.0,0.0,0.0
683,1,4,3,1.0,0.0,0.0
684,1,4,3,1.0,0.0,0.0
685,1,4,3,1.0,1.0,1.0
686,1,4,3,1.0,0.0,0.0
687,1,4,3,1.0,0.0,0.0
688,1,4,3,1.0,0.0,0.0
689,1,4,3,1.0,0.0,0.0
690,1,5,3,0.0,0.0,0.0
691,1,5,3,1.0,0.0,0.0
692,1,5,3,1.0,0.0,0.0
693,1,5,3,1.0,0.0,0.0
694,1,5,3,0.0,0.0,0.0
695,1,5,3,1.0,0.0,0.0
696,1,5,3,1.0,0.0,0.0
